UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00
2024-05-08 22:47:42,-506401.98600730643,984901.2697189943,6762316.280666962,-4248.822046069973,6208.27853478561,-1228.4288691499778,,,,1.1280803258184591e-07,1.5577360512608607e-08,-1.4650952628869618e-07,-1.721130887144744e-13,8.334112074804193e-13,9.67863866397967e-13,8.926421085412978e-13
2024-05-08 22:48:42,-760020.2441956946,1354938.6079962656,6673629.533913249,-4201.991740989785,6121.734171034711,-1726.7262525986362,,,,-1.3459553127592727e-07,3.288269532220056e-07,-1.708597938687717e-07,2.4289506608719535e-12,8.613057261334336e-13,1.0144393940322854e-12,9.363437454875876e-13
2024-05-08 22:49:42,-1010267.7950312039,1718965.5298367324,6555259.458701423,-4136.504121714799,6008.001838750988,-2217.5080579495702,,,,4.7646044887272865e-09,2.2342102212746795e-07,-1.6564466953639112e-07,1.4277004796837345e-12,8.915659532559076e-13,1.0625785951750784e-12,9.79337098560347e-13
2024-05-08 22:50:42,-1256033.035550885,2075364.6638261806,6407722.409627754,-4052.6341116624108,5867.565250502469,-2698.5991506308533,,,,-3.370321666196219e-08,2.410370569805309e-07,3.80062834537398e-08,1.2237116037447637e-12,9.23690195707775e-13,1.1106277323081918e-12,1.0199278469588057e-12
2024-05-08 22:51:42,-1496223.32918183,2422551.239051464,6231664.097235827,-3950.738724672169,5701.026297875861,-3167.8649909213264,,,,8.040336796355518e-08,1.8288417358292008e-07,-2.0278467616208218e-07,1.1541109064368198e-12,9.57331628438323e-13,1.157011669806267e-12,1.0567156193028156e-12
2024-05-08 22:52:42,-1729769.8414716604,2758979.9912763536,6027856.8861716995,-3831.253930930406,5509.09976302224,-3623.218952577233,,,,-9.713475268569027e-08,1.6303342809109722e-07,-3.398780723529171e-08,1.1759558445015004e-12,9.921574935651787e-13,1.2003471132135418e-12,1.0889191886371487e-12
2024-05-08 22:53:42,-1955632.229768706,3083151.941294663,5797196.721998086,-3694.693114555852,5292.613432741348,-4062.6301488933154,,,,4.732458425138475e-08,1.219679073294344e-07,-7.788627254257108e-08,6.638057337529964e-13,1.0278038127550316e-12,1.2393618225276827e-12,1.1166449457507934e-12
2024-05-08 22:54:42,-2172803.2254642867,3393621.075516239,5540699.483757062,-3541.6453232513795,5052.504234046912,-4484.13294922306,,,,3.13068864166155e-08,6.551208731053748e-08,-7.283116509881893e-08,4.608149842699873e-13,1.0638584879954279e-12,1.2727087541441198e-12,1.1410133432298998e-12
2024-05-08 22:55:42,-2380313.157550692,3689000.7732944386,5259496.857401794,-3372.7744488609856,4789.814693441046,-4885.833976908962,,,,-3.666220083076155e-08,6.275037467418088e-08,-4.7267639580184095e-08,5.519386964897699e-13,1.099855371426938e-12,1.2988329477006068e-12,1.1640529459941078e-12
2024-05-08 22:56:42,-2577234.3892333745,3967970.095963169,4954831.761026721,-3188.8174242756522,4505.691433823362,-5265.920349504251,,,,7.154687642341173e-08,1.1612761685597661e-07,-8.317959032666522e-08,6.172749821942895e-13,1.1352731853282297e-12,1.3160553071376812e-12,1.1883189276344686e-12
